item_id,train_event_count,train_unique_users,train_view_events,train_addtocart_events,train_transaction_events,train_interaction_score,category_id,parent_category_id,is_available,has_category_metadata,has_availability_metadata,addtocart_rate,transaction_rate,popularity_score,rank
218626,318,242,295.0,18.0,5.0,374.0,1051,955,1,1,1,0.061016949152542375,0.01694915254237288,4.446831562985556,222
339517,366,276,344.0,19.0,3.0,416.0,1625,1141,1,1,1,0.055232558139534885,0.00872093023255814,4.446070964845733,223
33912,327,205,304.0,17.0,6.0,385.0,694,561,1,1,1,0.05592105263157895,0.019736842105263157,4.442523195584006,224
89044,383,236,362.0,16.0,5.0,435.0,1650,1426,0,1,1,0.04419889502762431,0.013812154696132596,4.4397451608746294,225
337327,355,220,338.0,11.0,6.0,401.0,34,1368,1,1,1,0.03254437869822485,0.01775147928994083,4.43579420561691,226
368403,324,130,297.0,17.0,10.0,398.0,196,1667,1,1,1,0.05723905723905724,0.03367003367003367,4.433000127905523,227
282385,290,185,262.0,19.0,9.0,364.0,196,1667,0,1,1,0.07251908396946564,0.03435114503816794,4.426485855815505,228
382751,462,310,444.0,16.0,2.0,502.0,683,1606,0,1,1,0.036036036036036036,0.0045045045045045045,4.426228088223947,229
304685,342,184,316.0,19.0,7.0,408.0,342,500,0,1,1,0.060126582278481014,0.022151898734177215,4.426036554378069,230
175356,472,348,459.0,11.0,2.0,502.0,1173,805,0,1,1,0.023965141612200435,0.004357298474945534,4.420217171302925,231
449489,317,159,293.0,16.0,8.0,381.0,1529,805,1,1,1,0.05460750853242321,0.027303754266211604,4.419727947123952,232
288525,199,150,163.0,20.0,16.0,303.0,1376,480,0,1,1,0.12269938650306748,0.09815950920245399,4.4122259523498055,233
354585,269,189,242.0,20.0,7.0,337.0,959,1095,1,1,1,0.08264462809917356,0.028925619834710745,4.411314928341638,234
91755,942,799,942.0,0.0,0.0,942.0,48,500,0,1,1,0.0,0.0,4.410779444970365,235
16813,398,286,385.0,10.0,3.0,430.0,1173,805,1,1,1,0.025974025974025976,0.007792207792207792,4.408362189485219,236
190070,434,348,419.0,13.0,2.0,468.0,491,679,0,1,1,0.031026252983293555,0.00477326968973747,4.407637278624266,237
358211,363,281,350.0,9.0,4.0,397.0,1220,125,1,1,1,0.025714285714285714,0.011428571428571429,4.4072036616345285,238
354881,230,117,192.0,26.0,12.0,330.0,1421,105,1,1,1,0.13541666666666666,0.0625,4.406092064359982,239
299038,358,273,333.0,22.0,3.0,414.0,342,500,0,1,1,0.06606606606606606,0.009009009009009009,4.405401728506191,240
268081,280,209,255.0,17.0,8.0,346.0,959,1095,0,1,1,0.06666666666666667,0.03137254901960784,4.404988885914971,241
12765,400,269,385.0,11.0,4.0,438.0,1279,1606,0,1,1,0.02857142857142857,0.01038961038961039,4.4037835024452825,242
133224,287,200,264.0,14.0,9.0,351.0,665,520,0,1,1,0.05303030303030303,0.03409090909090909,4.402600735963039,243
124583,347,265,326.0,17.0,4.0,397.0,568,384,0,1,1,0.05214723926380368,0.012269938650306749,4.401379637585636,244
389135,343,266,323.0,17.0,3.0,389.0,1051,955,1,1,1,0.05263157894736842,0.009287925696594427,4.399566908263133,245
186256,416,330,404.0,10.0,2.0,444.0,646,1606,1,1,1,0.024752475247524754,0.0049504950495049506,4.3992712917242205,246
257575,365,187,346.0,14.0,5.0,413.0,683,1606,1,1,1,0.04046242774566474,0.014450867052023121,4.398613794193445,247
424515,500,335,488.0,11.0,1.0,526.0,683,1606,1,1,1,0.022540983606557378,0.0020491803278688526,4.398278110498135,248
287449,289,153,242.0,43.0,4.0,391.0,858,1426,1,1,1,0.17768595041322313,0.01652892561983471,4.398049432398238,249
144704,352,232,335.0,11.0,6.0,398.0,242,1531,0,1,1,0.03283582089552239,0.01791044776119403,4.396016874937234,250
233734,329,240,313.0,11.0,5.0,371.0,491,679,1,1,1,0.03514376996805112,0.01597444089456869,4.3955993339063335,251
101288,340,238,322.0,14.0,4.0,384.0,1529,805,1,1,1,0.043478260869565216,0.012422360248447204,4.3931058242950325,252
449391,209,136,175.0,22.0,12.0,301.0,444,73,1,1,1,0.12571428571428572,0.06857142857142857,4.390705331492202,253
424506,240,150,211.0,19.0,10.0,318.0,1529,805,1,1,1,0.09004739336492891,0.04739336492890995,4.389548682232742,254
244571,388,291,371.0,15.0,2.0,426.0,1279,1606,1,1,1,0.04043126684636118,0.005390835579514825,4.38888338581612,255
52928,346,255,329.0,12.0,5.0,390.0,167,1066,0,1,1,0.0364741641337386,0.015197568389057751,4.388624214705801,256
212917,313,195,290.0,16.0,7.0,373.0,1384,1458,0,1,1,0.05517241379310345,0.02413793103448276,4.388440626515031,257
324290,260,123,230.0,19.0,11.0,342.0,1593,1673,1,1,1,0.08260869565217391,0.04782608695652174,4.386717127580634,258
244458,276,152,249.0,19.0,8.0,346.0,959,1095,1,1,1,0.07630522088353414,0.0321285140562249,4.386357535149496,259
334273,507,430,498.0,8.0,1.0,527.0,491,679,0,1,1,0.01606425702811245,0.002008032128514056,4.382517429854052,260
102306,901,766,901.0,0.0,0.0,901.0,499,986,0,1,1,0.0,0.0,4.382467508366863,261
118551,470,321,462.0,5.0,3.0,492.0,1650,1426,0,1,1,0.010822510822510822,0.006493506493506494,4.380276375149962,262
340825,399,313,390.0,6.0,3.0,423.0,34,1368,1,1,1,0.015384615384615385,0.007692307692307693,4.379091515699355,263
259884,364,238,350.0,10.0,4.0,400.0,299,73,1,1,1,0.02857142857142857,0.011428571428571429,4.378377568672162,264
381613,272,143,231.0,34.0,7.0,368.0,1305,1214,0,1,1,0.1471861471861472,0.030303030303030304,4.378195096995119,265
150547,256,163,232.0,15.0,9.0,322.0,324,1145,1,1,1,0.06465517241379311,0.03879310344827586,4.373803427067899,266
298056,318,258,297.0,18.0,3.0,366.0,1051,955,1,1,1,0.06060606060606061,0.010101010101010102,4.373054524787335,267
16344,227,110,189.0,27.0,11.0,325.0,1,854,1,1,1,0.14285714285714285,0.0582010582010582,4.3723432838498875,268
85579,316,161,292.0,16.0,8.0,380.0,1415,14,0,1,1,0.0547945205479452,0.0273972602739726,4.371785083731642,269
200425,436,275,424.0,9.0,3.0,466.0,1205,580,0,1,1,0.02122641509433962,0.007075471698113208,4.371149301020229,270
460553,219,132,190.0,16.0,13.0,303.0,1529,805,1,1,1,0.08421052631578947,0.06842105263157895,4.3705311629466,271
334920,324,253,310.0,7.0,7.0,366.0,610,1239,0,1,1,0.02258064516129032,0.02258064516129032,4.370310768480413,272
350384,219,112,183.0,24.0,12.0,315.0,1642,121,1,1,1,0.13114754098360656,0.06557377049180328,4.3690212940919775,273
398579,351,191,325.0,23.0,3.0,409.0,1312,713,1,1,1,0.07076923076923076,0.009230769230769232,4.3659009621450595,274
444593,473,225,460.0,10.0,3.0,505.0,926,852,0,1,1,0.021739130434782608,0.006521739130434782,4.362796817036872,275
405770,378,237,362.0,12.0,4.0,418.0,646,1606,0,1,1,0.03314917127071823,0.011049723756906077,4.361598554619698,276
137697,291,199,272.0,13.0,6.0,341.0,1393,1383,1,1,1,0.04779411764705882,0.022058823529411766,4.361591399234639,277
299677,500,327,486.0,13.0,1.0,530.0,1205,580,0,1,1,0.026748971193415638,0.00205761316872428,4.360693379666326,278
29100,947,644,947.0,0.0,0.0,947.0,,,,0,0,0.0,0.0,4.359054380100952,279
365015,218,128,184.0,24.0,10.0,306.0,509,110,1,1,1,0.13043478260869565,0.05434782608695652,4.357158837171791,280
391289,372,281,356.0,14.0,2.0,408.0,1173,805,1,1,1,0.03932584269662921,0.0056179775280898875,4.356490307995492,281
380971,367,250,353.0,11.0,3.0,401.0,926,852,1,1,1,0.031161473087818695,0.0084985835694051,4.355693607433333,282
22926,312,261,293.0,16.0,3.0,356.0,1192,955,1,1,1,0.05460750853242321,0.010238907849829351,4.353760645281729,283
166306,269,196,250.0,12.0,7.0,321.0,1051,955,1,1,1,0.048,0.028,4.353004794484381,284
125751,336,235,316.0,16.0,4.0,384.0,1089,1621,0,1,1,0.05063291139240506,0.012658227848101266,4.352464201863958,285
379390,317,240,301.0,12.0,4.0,357.0,678,250,1,1,1,0.03986710963455149,0.013289036544850499,4.351794946165917,286
60980,307,143,283.0,15.0,9.0,373.0,1135,1329,0,1,1,0.053003533568904596,0.03180212014134275,4.3499315346826,287
412898,383,291,364.0,17.0,2.0,425.0,491,679,0,1,1,0.046703296703296704,0.005494505494505495,4.349723822598057,288
399531,275,180,252.0,15.0,8.0,337.0,373,340,0,1,1,0.05952380952380952,0.031746031746031744,4.345546403700887,289
176162,330,248,315.0,10.0,5.0,370.0,124,104,0,1,1,0.031746031746031744,0.015873015873015872,4.343985470284599,290
263258,326,196,310.0,11.0,5.0,368.0,202,1008,1,1,1,0.035483870967741936,0.016129032258064516,4.341962148625119,291
340960,361,259,343.0,16.0,2.0,401.0,1051,955,1,1,1,0.04664723032069971,0.0058309037900874635,4.341795035340733,292
98425,288,235,264.0,21.0,3.0,342.0,491,679,1,1,1,0.07954545454545454,0.011363636363636364,4.337413247682588,293
356029,254,186,227.0,22.0,5.0,318.0,317,314,1,1,1,0.09691629955947137,0.022026431718061675,4.33575491076611,294
14671,364,298,351.0,10.0,3.0,396.0,1483,561,0,1,1,0.02849002849002849,0.008547008547008548,4.335733805126363,295
30024,360,222,348.0,8.0,4.0,392.0,1295,9,1,1,1,0.022988505747126436,0.011494252873563218,4.332926827833176,296
103156,426,283,417.0,7.0,2.0,448.0,406,872,1,1,1,0.016786570743405275,0.004796163069544364,4.332719326538808,297
218746,328,235,303.0,23.0,2.0,382.0,707,561,1,1,1,0.07590759075907591,0.006600660066006601,4.332699787697077,298
11670,311,197,284.0,23.0,4.0,373.0,1135,1329,0,1,1,0.08098591549295775,0.014084507042253521,4.3314620421610615,299
57245,230,125,203.0,16.0,11.0,306.0,1393,1383,1,1,1,0.07881773399014778,0.054187192118226604,4.33011224013597,300
448494,224,161,196.0,18.0,10.0,300.0,196,1667,0,1,1,0.09183673469387756,0.05102040816326531,4.328766142183965,301
216305,581,436,579.0,1.0,1.0,587.0,299,73,1,1,1,0.0017271157167530224,0.0017271157167530224,4.3286182321013325,302
359990,308,231,288.0,17.0,3.0,354.0,683,1606,1,1,1,0.059027777777777776,0.010416666666666666,4.326827506720338,303
37254,271,140,234.0,31.0,6.0,357.0,47,381,0,1,1,0.13247863247863248,0.02564102564102564,4.325158787245858,304
130815,283,193,265.0,10.0,8.0,335.0,973,20,0,1,1,0.03773584905660377,0.03018867924528302,4.323043446498194,305
29757,219,139,180.0,33.0,6.0,309.0,858,1426,1,1,1,0.18333333333333332,0.03333333333333333,4.321857606916681,306
294807,356,262,345.0,8.0,3.0,384.0,1544,679,1,1,1,0.02318840579710145,0.008695652173913044,4.321317171717155,307
339808,295,211,277.0,12.0,6.0,343.0,1322,252,0,1,1,0.04332129963898917,0.021660649819494584,4.321080197174579,308
126332,323,241,307.0,13.0,3.0,361.0,239,1515,1,1,1,0.04234527687296417,0.009771986970684038,4.320056721454984,309
206880,534,389,523.0,11.0,0.0,556.0,5,1637,1,1,1,0.021032504780114723,0.0,4.319053445730637,310
66752,480,328,473.0,6.0,1.0,496.0,48,500,1,1,1,0.012684989429175475,0.0021141649048625794,4.315670899147515,311
328696,389,314,374.0,14.0,1.0,421.0,1051,955,1,1,1,0.0374331550802139,0.00267379679144385,4.315579741543023,312
211418,240,132,212.0,20.0,8.0,312.0,1642,121,1,1,1,0.09433962264150944,0.03773584905660377,4.314965717511086,313
399592,272,207,254.0,13.0,5.0,318.0,1192,955,1,1,1,0.051181102362204724,0.01968503937007874,4.312718587846404,314
152433,367,268,354.0,11.0,2.0,397.0,1173,805,1,1,1,0.031073446327683617,0.005649717514124294,4.311471769726657,315
457045,294,192,277.0,12.0,5.0,338.0,1051,955,1,1,1,0.04332129963898917,0.018050541516245487,4.3109194197701655,316
276494,333,255,315.0,16.0,2.0,373.0,1650,1426,1,1,1,0.050793650793650794,0.006349206349206349,4.309040472224948,317
130709,266,195,246.0,15.0,5.0,316.0,1051,955,1,1,1,0.06097560975609756,0.02032520325203252,4.30870014042813,318
240900,358,251,343.0,12.0,3.0,394.0,48,500,0,1,1,0.03498542274052478,0.008746355685131196,4.307665385808436,319
463280,316,221,297.0,15.0,4.0,362.0,959,1095,0,1,1,0.050505050505050504,0.013468013468013467,4.307576933884808,320
390799,244,164,222.0,15.0,7.0,302.0,1542,745,1,1,1,0.06756756756756757,0.03153153153153153,4.305126671238838,321
55925,267,172,244.0,16.0,7.0,327.0,1018,1331,0,1,1,0.06557377049180328,0.028688524590163935,4.304737984719691,322
446934,313,243,301.0,8.0,4.0,345.0,35,20,1,1,1,0.026578073089700997,0.013289036544850499,4.304477606566832,323
212216,400,250,389.0,8.0,3.0,428.0,683,1606,0,1,1,0.02056555269922879,0.007712082262210797,4.302927332311753,324
215503,358,266,345.0,10.0,3.0,390.0,1544,679,0,1,1,0.028985507246376812,0.008695652173913044,4.301343588098024,325
305588,350,234,333.0,14.0,3.0,390.0,491,679,0,1,1,0.042042042042042045,0.009009009009009009,4.300443294864385,326
101718,259,139,235.0,17.0,7.0,321.0,1529,805,1,1,1,0.07234042553191489,0.029787234042553193,4.300156707995673,327
165337,253,147,230.0,13.0,10.0,319.0,828,293,0,1,1,0.05652173913043478,0.043478260869565216,4.300116254279737,328
125440,284,212,261.0,20.0,3.0,336.0,1279,1606,1,1,1,0.07662835249042145,0.011494252873563218,4.300067329564621,329
432011,291,224,270.0,17.0,4.0,341.0,491,679,0,1,1,0.06296296296296296,0.014814814814814815,4.298874153652583,330
271896,339,273,325.0,11.0,3.0,373.0,1483,561,0,1,1,0.033846153846153845,0.009230769230769232,4.298733882765609,331
391484,303,213,286.0,12.0,5.0,347.0,1349,121,0,1,1,0.04195804195804196,0.017482517482517484,4.297221825257017,332
309821,312,174,286.0,22.0,4.0,372.0,56,1497,0,1,1,0.07692307692307693,0.013986013986013986,4.29526486541814,333
68000,419,353,407.0,11.0,1.0,445.0,491,679,0,1,1,0.02702702702702703,0.002457002457002457,4.294571910182259,334
256721,219,139,192.0,19.0,8.0,289.0,195,1079,1,1,1,0.09895833333333333,0.041666666666666664,4.292381117667177,335
359844,335,222,320.0,11.0,4.0,373.0,683,1606,0,1,1,0.034375,0.0125,4.2918735092964635,336
113440,257,166,240.0,9.0,8.0,307.0,959,1095,1,1,1,0.0375,0.03333333333333333,4.291241791060267,337
160272,306,216,287.0,15.0,4.0,352.0,1192,955,0,1,1,0.05226480836236934,0.013937282229965157,4.290708015869232,338
32581,212,154,181.0,25.0,6.0,286.0,1037,402,1,1,1,0.13812154696132597,0.03314917127071823,4.2896408491468705,339
91152,272,188,254.0,13.0,5.0,318.0,782,1562,1,1,1,0.051181102362204724,0.01968503937007874,4.2887708216859854,340
192875,460,348,455.0,3.0,2.0,474.0,1578,1249,0,1,1,0.006593406593406593,0.004395604395604396,4.287445796010075,341
197642,338,234,325.0,9.0,4.0,372.0,5,1637,0,1,1,0.027692307692307693,0.012307692307692308,4.2856738381797905,342
304877,374,284,361.0,11.0,2.0,404.0,1349,121,0,1,1,0.030470914127423823,0.00554016620498615,4.282890244622201,343
13925,316,232,302.0,11.0,3.0,350.0,1051,955,1,1,1,0.03642384105960265,0.009933774834437087,4.28282363998055,344
354153,253,143,231.0,15.0,7.0,311.0,1417,1329,1,1,1,0.06493506493506493,0.030303030303030304,4.2828017805777385,345
80858,207,100,170.0,25.0,12.0,305.0,1558,323,0,1,1,0.14705882352941177,0.07058823529411765,4.282013695285723,346
303229,188,100,147.0,32.0,9.0,288.0,242,1531,1,1,1,0.21768707482993196,0.061224489795918366,4.280518579200745,347
432183,280,226,261.0,16.0,3.0,324.0,491,679,1,1,1,0.06130268199233716,0.011494252873563218,4.280347783931845,348
332629,327,254,312.0,12.0,3.0,363.0,491,679,0,1,1,0.038461538461538464,0.009615384615384616,4.277931241314434,349
451806,292,226,268.0,22.0,2.0,344.0,499,986,1,1,1,0.08208955223880597,0.007462686567164179,4.276927150509431,350
359439,242,157,219.0,17.0,6.0,300.0,1598,229,1,1,1,0.0776255707762557,0.0273972602739726,4.276712069756971,351
120098,193,109,160.0,23.0,10.0,279.0,427,1313,1,1,1,0.14375,0.0625,4.276420370310273,352
334401,188,120,164.0,6.0,18.0,272.0,1043,226,1,1,1,0.036585365853658534,0.10975609756097561,4.276215165211989,353
340921,223,126,198.0,16.0,9.0,291.0,985,1502,1,1,1,0.08080808080808081,0.045454545454545456,4.275586645526391,354
50648,279,186,260.0,15.0,4.0,325.0,1384,1458,1,1,1,0.057692307692307696,0.015384615384615385,4.271682561471128,355
190463,241,143,196.0,41.0,4.0,339.0,48,500,0,1,1,0.20918367346938777,0.02040816326530612,4.26968611625324,356
200242,312,224,297.0,11.0,4.0,350.0,683,1606,0,1,1,0.037037037037037035,0.013468013468013467,4.268717837403072,357
237952,363,269,356.0,4.0,3.0,383.0,34,1368,1,1,1,0.011235955056179775,0.008426966292134831,4.268065174252072,358
397642,244,141,216.0,21.0,7.0,314.0,417,1215,0,1,1,0.09722222222222222,0.032407407407407406,4.264978373602367,359
90240,368,311,358.0,8.0,2.0,392.0,1483,561,0,1,1,0.0223463687150838,0.00558659217877095,4.264719557167319,360
264604,322,265,299.0,22.0,1.0,370.0,1477,206,1,1,1,0.07357859531772576,0.0033444816053511705,4.264533759943303,361
145403,209,113,175.0,24.0,10.0,297.0,195,1079,0,1,1,0.13714285714285715,0.05714285714285714,4.26435364374728,362
272976,339,271,328.0,9.0,2.0,365.0,818,852,1,1,1,0.027439024390243903,0.006097560975609756,4.262484816967572,363
448601,212,131,184.0,18.0,10.0,288.0,1558,323,0,1,1,0.09782608695652174,0.05434782608695652,4.261294108367884,364
432478,290,181,271.0,14.0,5.0,338.0,1650,1426,0,1,1,0.05166051660516605,0.01845018450184502,4.260558628677211,365
829,255,179,231.0,19.0,5.0,313.0,707,561,0,1,1,0.08225108225108226,0.021645021645021644,4.255921528286865,366
403969,282,207,268.0,8.0,6.0,322.0,1625,1141,0,1,1,0.029850746268656716,0.022388059701492536,4.254349936759076,367
224832,274,214,258.0,11.0,5.0,316.0,1192,955,0,1,1,0.04263565891472868,0.01937984496124031,4.253062775407239,368
302329,257,191,241.0,11.0,5.0,299.0,295,20,1,1,1,0.04564315352697095,0.02074688796680498,4.252729391693837,369
85914,256,169,240.0,10.0,6.0,300.0,928,20,1,1,1,0.041666666666666664,0.025,4.245765272253015,370
15948,670,582,670.0,0.0,0.0,670.0,438,312,1,1,1,0.0,0.0,4.245554451376296,371
277490,329,251,317.0,10.0,2.0,357.0,1051,955,1,1,1,0.031545741324921134,0.006309148264984227,4.244082451451595,372
393768,278,180,261.0,13.0,4.0,320.0,683,1606,1,1,1,0.04980842911877394,0.01532567049808429,4.243994022516808,373
40140,210,143,188.0,14.0,8.0,270.0,1605,1531,1,1,1,0.07446808510638298,0.0425531914893617,4.243550788823346,374
140527,150,83,107.0,31.0,12.0,260.0,427,1313,1,1,1,0.2897196261682243,0.11214953271028037,4.243075824412186,375
29940,281,162,265.0,11.0,5.0,323.0,299,73,1,1,1,0.04150943396226415,0.018867924528301886,4.242577515343033,376
303833,276,161,257.0,13.0,6.0,326.0,1384,1458,0,1,1,0.05058365758754864,0.023346303501945526,4.240970914939585,377
336131,247,192,231.0,11.0,5.0,289.0,191,1383,1,1,1,0.047619047619047616,0.021645021645021644,4.24046747524284,378
248605,248,157,227.0,16.0,5.0,300.0,1098,897,1,1,1,0.07048458149779736,0.022026431718061675,4.240166092407525,379
128745,243,169,226.0,11.0,6.0,289.0,191,1383,1,1,1,0.048672566371681415,0.02654867256637168,4.239574673244636,380
63543,263,190,246.0,13.0,4.0,305.0,589,1308,1,1,1,0.052845528455284556,0.016260162601626018,4.238295713240955,381
56323,308,246,298.0,7.0,3.0,334.0,411,561,1,1,1,0.02348993288590604,0.010067114093959731,4.2382023232789825,382
215868,246,145,225.0,13.0,8.0,304.0,895,1499,0,1,1,0.057777777777777775,0.035555555555555556,4.2373770144988185,383
188698,321,223,306.0,13.0,2.0,355.0,1679,893,1,1,1,0.042483660130718956,0.006535947712418301,4.23651199599972,384
238766,248,188,234.0,8.0,6.0,288.0,1625,1141,1,1,1,0.03418803418803419,0.02564102564102564,4.235911916554568,385
17108,357,206,344.0,11.0,2.0,387.0,124,104,1,1,1,0.03197674418604651,0.005813953488372093,4.235794956878074,386
304537,489,344,480.0,9.0,0.0,507.0,646,1606,1,1,1,0.01875,0.0,4.233337192588637,387
153889,310,238,300.0,7.0,3.0,336.0,1322,252,1,1,1,0.023333333333333334,0.01,4.2323520865157835,388
61273,319,219,304.0,12.0,3.0,355.0,1279,1606,0,1,1,0.039473684210526314,0.009868421052631578,4.2321329868990345,389
190172,266,193,245.0,17.0,4.0,316.0,694,561,0,1,1,0.06938775510204082,0.0163265306122449,4.231450007593181,390
2836,305,183,289.0,13.0,3.0,343.0,683,1606,1,1,1,0.04498269896193772,0.010380622837370242,4.2311552075371095,391
181202,249,199,232.0,13.0,4.0,291.0,1051,955,1,1,1,0.05603448275862069,0.017241379310344827,4.231074177992667,392
273872,230,161,213.0,10.0,7.0,278.0,535,426,1,1,1,0.046948356807511735,0.03286384976525822,4.230061632152446,393
265966,282,171,261.0,18.0,3.0,330.0,1503,580,1,1,1,0.06896551724137931,0.011494252873563218,4.229423739494811,394
466109,271,157,252.0,13.0,6.0,321.0,959,1095,0,1,1,0.051587301587301584,0.023809523809523808,4.228557139247093,395
444365,284,220,265.0,16.0,3.0,328.0,828,293,0,1,1,0.06037735849056604,0.011320754716981131,4.228543982315187,396
29167,250,191,237.0,7.0,6.0,288.0,1192,955,1,1,1,0.029535864978902954,0.02531645569620253,4.228070702230965,397
310702,201,143,177.0,17.0,7.0,263.0,959,1095,1,1,1,0.096045197740113,0.03954802259887006,4.22775845027811,398
109583,237,137,204.0,28.0,5.0,313.0,707,561,0,1,1,0.13725490196078433,0.024509803921568627,4.226652092496861,399
149253,267,180,251.0,10.0,6.0,311.0,5,1637,0,1,1,0.0398406374501992,0.02390438247011952,4.225797090031149,400
193828,313,194,301.0,7.0,5.0,347.0,819,798,0,1,1,0.023255813953488372,0.016611295681063124,4.225426929564321,401
372845,299,218,287.0,9.0,3.0,329.0,683,1606,1,1,1,0.0313588850174216,0.010452961672473868,4.224422375761718,402
414460,405,191,398.0,4.0,3.0,425.0,1599,709,1,1,1,0.010050251256281407,0.007537688442211055,4.224352244982081,403
78163,247,159,228.0,14.0,5.0,295.0,342,500,1,1,1,0.06140350877192982,0.021929824561403508,4.224094149493912,404
289633,265,193,245.0,16.0,4.0,313.0,1051,955,0,1,1,0.0653061224489796,0.0163265306122449,4.221930651021575,405
227211,357,238,344.0,11.0,2.0,387.0,333,1497,0,1,1,0.03197674418604651,0.005813953488372093,4.2217311465446095,406
232509,682,628,682.0,0.0,0.0,682.0,64,206,0,1,1,0.0,0.0,4.2216307580034265,407
106741,183,128,149.0,28.0,6.0,263.0,342,500,1,1,1,0.18791946308724833,0.040268456375838924,4.221244355158655,408
373842,212,124,189.0,15.0,8.0,274.0,35,20,1,1,1,0.07936507936507936,0.042328042328042326,4.220490661083426,409
340808,279,197,262.0,13.0,4.0,321.0,1089,1621,0,1,1,0.04961832061068702,0.015267175572519083,4.217680691339742,410
455804,269,212,257.0,8.0,4.0,301.0,959,1095,1,1,1,0.0311284046692607,0.01556420233463035,4.216103888597746,411
466008,254,159,237.0,12.0,5.0,298.0,1659,825,1,1,1,0.05063291139240506,0.02109704641350211,4.213817712756496,412
413990,425,304,420.0,4.0,1.0,437.0,1295,9,1,1,1,0.009523809523809525,0.002380952380952381,4.21253873565783,413
257070,271,200,249.0,19.0,3.0,321.0,333,1497,0,1,1,0.07630522088353414,0.012048192771084338,4.2124789448119095,414
167337,326,254,318.0,4.0,4.0,350.0,1483,561,0,1,1,0.012578616352201259,0.012578616352201259,4.212461749406183,415
115258,212,124,180.0,27.0,5.0,286.0,1186,312,1,1,1,0.15,0.027777777777777776,4.212443665492556,416
445676,265,202,252.0,9.0,4.0,299.0,1349,121,1,1,1,0.03571428571428571,0.015873015873015872,4.211960576409152,417
276245,413,334,399.0,14.0,0.0,441.0,959,1095,1,1,1,0.03508771929824561,0.0,4.210861605897566,418
231243,556,348,549.0,7.0,0.0,570.0,29,1678,0,1,1,0.012750455373406194,0.0,4.210667818580995,419
310514,321,184,304.0,14.0,3.0,361.0,1018,1331,0,1,1,0.046052631578947366,0.009868421052631578,4.209810533334089,420
138017,295,226,280.0,13.0,2.0,329.0,1650,1426,1,1,1,0.04642857142857143,0.007142857142857143,4.209502756849709,421
34853,301,226,290.0,7.0,4.0,331.0,1244,500,0,1,1,0.02413793103448276,0.013793103448275862,4.20812322859175,422
31791,214,153,196.0,11.0,7.0,264.0,1192,955,1,1,1,0.05612244897959184,0.03571428571428571,4.205509054312664,423
302563,354,283,344.0,9.0,1.0,376.0,48,500,1,1,1,0.02616279069767442,0.0029069767441860465,4.204029579930899,424
296795,252,188,235.0,12.0,5.0,296.0,586,1519,0,1,1,0.05106382978723404,0.02127659574468085,4.2027764388777555,425
225778,670,594,670.0,0.0,0.0,670.0,656,1125,0,1,1,0.0,0.0,4.200648006175081,426
194791,447,404,444.0,2.0,1.0,455.0,789,14,0,1,1,0.0045045045045045045,0.0022522522522522522,4.19845955556119,427
143416,319,240,309.0,8.0,2.0,343.0,333,1497,1,1,1,0.025889967637540454,0.006472491909385114,4.196900811789267,428
380493,247,174,228.0,14.0,5.0,295.0,1089,1621,0,1,1,0.06140350877192982,0.021929824561403508,4.196497189166335,429
115696,368,253,362.0,4.0,2.0,384.0,1279,1606,1,1,1,0.011049723756906077,0.0055248618784530384,4.19629714944678,430
124272,311,203,297.0,11.0,3.0,345.0,707,561,0,1,1,0.037037037037037035,0.010101010101010102,4.193855045686923,431
256146,155,105,124.0,21.0,10.0,237.0,147,714,1,1,1,0.1693548387096774,0.08064516129032258,4.1934513428921125,432
233439,222,135,195.0,21.0,6.0,288.0,575,1257,0,1,1,0.1076923076923077,0.03076923076923077,4.19302067182588,433
463663,263,199,251.0,8.0,4.0,295.0,1263,1637,1,1,1,0.03187250996015936,0.01593625498007968,4.192333163587074,434
345086,239,151,219.0,14.0,6.0,291.0,959,1095,0,1,1,0.0639269406392694,0.0273972602739726,4.186658701040166,435
346673,247,143,229.0,11.0,7.0,297.0,72,620,0,1,1,0.048034934497816595,0.03056768558951965,4.185669692810929,436
229928,248,176,227.0,17.0,4.0,298.0,1625,1141,0,1,1,0.07488986784140969,0.01762114537444934,4.185139620776168,437
91888,187,108,162.0,16.0,9.0,255.0,191,1383,1,1,1,0.09876543209876543,0.05555555555555555,4.184746301353541,438
186702,176,106,153.0,11.0,12.0,246.0,57,314,1,1,1,0.0718954248366013,0.0784313725490196,4.183443079737774,439
385769,331,238,319.0,10.0,2.0,359.0,532,945,0,1,1,0.03134796238244514,0.006269592476489028,4.183069485576399,440
77573,239,160,220.0,15.0,4.0,285.0,858,1426,1,1,1,0.06818181818181818,0.01818181818181818,4.181894270284855,441
10516,289,198,273.0,13.0,3.0,327.0,959,1095,0,1,1,0.047619047619047616,0.01098901098901099,4.1816962547202845,442
448044,369,297,359.0,9.0,1.0,391.0,1051,955,0,1,1,0.025069637883008356,0.002785515320334262,4.18166605295393,443
305656,250,194,237.0,9.0,4.0,284.0,1051,955,1,1,1,0.0379746835443038,0.016877637130801686,4.181391653534622,444
58663,279,193,266.0,10.0,3.0,311.0,1089,1621,1,1,1,0.03759398496240601,0.011278195488721804,4.18121421439344,445
334094,217,136,199.0,11.0,7.0,267.0,628,149,1,1,1,0.05527638190954774,0.035175879396984924,4.180768996976141,446
465511,303,186,287.0,14.0,2.0,339.0,1220,125,1,1,1,0.04878048780487805,0.006968641114982578,4.179882879101572,447
